chr,source,transcript,start,end,strand,gene
13,EVM,gene,73847060,73861232,-,TOC.13T.00718
13,.,gene,73861584,73865979,+,TOC.13T.00719
13,.,gene,73883765,73907777,-,TOC.13T.00720
13,.,gene,73907908,73916077,-,TOC.13T.00721
13,.,gene,73935156,73982174,-,TOC.13T.00722
13,.,gene,73991413,74039504,-,TOC.13T.00723
13,EVM,gene,74155578,74155901,+,TOC.13T.00724
13,EVM,gene,74156745,74157179,+,TOC.13T.00725
13,EVM,gene,74412959,74413294,-,TOC.13T.00726
13,.,gene,74447509,74451062,+,TOC.13T.00727
13,.,gene,74458036,74483652,-,TOC.13T.00728
13,EVM,gene,74494849,74499875,-,TOC.13T.00729
13,.,gene,74550324,74551766,-,TOC.13T.00730
13,.,gene,74552199,74557655,+,TOC.13T.00731
13,.,gene,74568089,74681710,+,TOC.13T.00732
13,.,gene,74701455,74710785,+,TOC.13T.00733
13,.,gene,74712678,74738466,+,TOC.13T.00734
13,.,gene,74859550,74862894,+,TOC.13T.00735
13,.,gene,74871088,74878510,+,TOC.13T.00736
13,.,gene,74888582,74893986,+,TOC.13T.00737
13,.,gene,74905140,74907254,+,TOC.13T.00738
13,.,gene,74923320,74928136,+,TOC.13T.00739
13,EVM,gene,75285758,75286156,+,TOC.13T.00740
13,EVM,gene,75289213,75289487,+,TOC.13T.00741
13,EVM,gene,75334621,75547710,-,TOC.13T.00742
13,.,gene,75546916,75582745,-,TOC.13T.00743
13,.,gene,75609901,75688400,-,TOC.13T.00744
13,.,gene,75684728,75688097,+,TOC.13T.00745
13,.,gene,75714402,75726212,+,TOC.13T.00746
13,.,gene,75823782,75831822,+,TOC.13T.00747
13,EVM,gene,76077749,76084952,+,TOC.13T.00748
13,EVM,gene,76085720,76086058,+,TOC.13T.00749
13,.,gene,76180641,76271382,+,TOC.13T.00750
13,EVM,gene,76295426,76295764,-,TOC.13T.00751
13,.,gene,76309789,76329508,+,TOC.13T.00752
13,EVM,gene,76339877,76367748,+,TOC.13T.00753
13,EVM,gene,76533153,76533629,-,TOC.13T.00754
13,EVM,gene,76713116,76713415,-,TOC.13T.00755
13,.,gene,77013715,77014917,-,TOC.13T.00756
13,EVM,gene,77073403,77073978,+,TOC.13T.00757
13,EVM,gene,77489829,77490326,+,TOC.13T.00758
13,.,gene,77662141,77755940,+,TOC.13T.00759
13,.,gene,77761604,77900181,+,TOC.13T.00760
13,.,gene,77951478,77958507,-,TOC.13T.00761
13,.,gene,77967155,77984319,+,TOC.13T.00762
13,.,gene,78000219,78075444,-,TOC.13T.00763
13,.,gene,78081461,78103013,+,TOC.13T.00764
13,.,gene,78112520,78142764,+,TOC.13T.00765
13,.,gene,78156015,78167125,+,TOC.13T.00766
13,.,gene,78435173,78505865,-,TOC.13T.00767
13,.,gene,79757149,79768559,+,TOC.13T.00768
13,.,gene,79773234,79777815,-,TOC.13T.00769
13,.,gene,79783905,79787820,+,TOC.13T.00770
13,.,gene,79851960,79855558,+,TOC.13T.00771
13,.,gene,79855147,79885082,-,TOC.13T.00772
13,EVM,gene,79885350,80289241,+,TOC.13T.00773
13,.,gene,80310373,80312122,+,TOC.13T.00774
13,.,gene,80884015,80888380,+,TOC.13T.00775
13,EVM,gene,81012353,81041474,-,TOC.13T.00776
13,EVM,gene,81066426,81085724,-,TOC.13T.00777
13,.,gene,81087881,81091589,-,TOC.13T.00778
13,.,gene,81092589,81103667,-,TOC.13T.00779
13,.,gene,81112712,81137078,-,TOC.13T.00780
13,.,gene,81190339,81217586,+,TOC.13T.00781
13,.,gene,81332817,81355561,-,TOC.13T.00782
14,EVM,gene,66845,66995,+,TOC.14T.00001
14,EVM,gene,67334,67492,+,TOC.14T.00002
14,EVM,gene,68437,74245,+,TOC.14T.00003
14,.,gene,79521,94067,+,TOC.14T.00004
14,.,gene,164869,179238,-,TOC.14T.00005
14,.,gene,219728,225668,+,TOC.14T.00006
14,.,gene,230375,232735,-,TOC.14T.00007
14,EVM,gene,707580,707942,+,TOC.14T.00008
14,EVM,gene,708981,715499,+,TOC.14T.00009
14,EVM,gene,891527,891689,+,TOC.14T.00010
14,EVM,gene,1085453,1086109,-,TOC.14T.00011
14,EVM,gene,1133195,1135666,-,TOC.14T.00012
14,EVM,gene,1137236,1137934,-,TOC.14T.00013
14,EVM,gene,1212768,1214507,+,TOC.14T.00014
14,EVM,gene,1214523,1215143,+,TOC.14T.00015
14,EVM,gene,1324652,1324981,-,TOC.14T.00016
14,EVM,gene,1331268,1334591,-,TOC.14T.00017
14,EVM,gene,1339392,1339868,-,TOC.14T.00018
14,EVM,gene,1352066,1353198,-,TOC.14T.00019
14,.,gene,1428676,1430002,+,TOC.14T.00020
14,.,gene,1432319,1434400,+,TOC.14T.00021
14,EVM,gene,1436013,1437479,-,TOC.14T.00022
14,EVM,gene,1438095,1438709,+,TOC.14T.00023
14,EVM,gene,1438945,1441041,+,TOC.14T.00024
14,EVM,gene,1442050,1459267,-,TOC.14T.00025
14,.,gene,1505943,1547295,+,TOC.14T.00026
14,EVM,gene,1560025,1561611,+,TOC.14T.00027
14,EVM,gene,1569341,1569685,-,TOC.14T.00028
14,.,gene,1570248,1626649,-,TOC.14T.00029
14,.,gene,1650386,1666889,+,TOC.14T.00030
14,.,gene,1688490,1713168,-,TOC.14T.00031
14,EVM,gene,1738889,1739413,-,TOC.14T.00032
14,EVM,gene,1745899,1749765,-,TOC.14T.00033
14,EVM,gene,1756213,1765349,-,TOC.14T.00034
14,.,gene,1788177,1835802,+,TOC.14T.00035
14,.,gene,1838142,1841622,-,TOC.14T.00036
14,.,gene,1875290,1902439,-,TOC.14T.00037
14,EVM,gene,1917011,1921294,+,TOC.14T.00038
14,EVM,gene,1922076,1922381,+,TOC.14T.00039
14,EVM,gene,2144357,2178425,-,TOC.14T.00040
14,EVM,gene,2178741,2179268,-,TOC.14T.00041
14,.,gene,2400418,2740915,-,TOC.14T.00042
14,.,gene,2741095,2744525,+,TOC.14T.00043
14,.,gene,2762807,2771421,-,TOC.14T.00044
14,.,gene,2851545,2883898,+,TOC.14T.00045
14,EVM,gene,2885466,2886083,+,TOC.14T.00046
14,.,gene,2950015,3028899,-,TOC.14T.00047
14,.,gene,3067124,3077866,-,TOC.14T.00048
14,.,gene,3285210,3295177,-,TOC.14T.00049
14,EVM,gene,3294791,3302368,+,TOC.14T.00050
14,EVM,gene,3304117,3304458,+,TOC.14T.00051
14,.,gene,3312645,3333644,+,TOC.14T.00052
14,.,gene,3340238,3341189,-,TOC.14T.00053
14,.,gene,3393201,3398962,-,TOC.14T.00054
14,.,gene,3399152,3426879,+,TOC.14T.00055
14,EVM,gene,3433464,3439014,-,TOC.14T.00056
14,.,gene,3448882,3455862,-,TOC.14T.00057
14,EVM,gene,3465603,3479772,+,TOC.14T.00058
14,EVM,gene,3505321,3601747,+,TOC.14T.00059
14,EVM,gene,3705012,3714725,-,TOC.14T.00060
14,EVM,gene,4774679,4775263,-,TOC.14T.00061
14,EVM,gene,5493762,5992448,+,TOC.14T.00062
14,.,gene,5997846,6026492,+,TOC.14T.00063
14,.,gene,6146669,6158923,+,TOC.14T.00064
14,EVM,gene,6159591,6159920,+,TOC.14T.00065
14,.,gene,6169932,6324165,+,TOC.14T.00066
14,.,gene,6325173,6327050,-,TOC.14T.00067
14,.,gene,6346517,6365308,+,TOC.14T.00068
14,.,gene,6474870,6481497,+,TOC.14T.00069
14,.,gene,6487957,6498971,+,TOC.14T.00070
14,EVM,gene,6505745,6506067,+,TOC.14T.00071
14,.,gene,6609169,6663757,-,TOC.14T.00072
14,.,gene,6670878,6671892,-,TOC.14T.00073
14,EVM,gene,6899521,6900495,-,TOC.14T.00074
14,.,gene,7155679,7230628,-,TOC.14T.00075
14,.,gene,7290231,7320337,+,TOC.14T.00076
14,EVM,gene,7315497,7315871,+,TOC.14T.00077
14,.,gene,7317725,7322387,-,TOC.14T.00078
14,.,gene,7375575,7414202,-,TOC.14T.00079
14,.,gene,7441085,7508198,-,TOC.14T.00080
14,EVM,gene,7595135,7595803,+,TOC.14T.00081
14,.,gene,7607505,7622503,+,TOC.14T.00082
14,EVM,gene,7652396,7748893,-,TOC.14T.00083
14,EVM,gene,7754102,7754276,-,TOC.14T.00084
14,EVM,gene,7775749,7775930,-,TOC.14T.00085
14,EVM,gene,7853212,7853403,-,TOC.14T.00086
14,.,gene,7953594,7954137,+,TOC.14T.00087
14,.,gene,8281380,8285856,+,TOC.14T.00088
14,.,gene,8521036,8540467,+,TOC.14T.00089
14,.,gene,8540767,8569708,+,TOC.14T.00090
14,.,gene,9056234,9098323,-,TOC.14T.00091
14,.,gene,9103949,9127611,+,TOC.14T.00092
14,.,gene,9123844,9181368,-,TOC.14T.00093
14,.,gene,9182285,9383917,-,TOC.14T.00094
14,EVM,gene,9392104,9392431,+,TOC.14T.00095
14,EVM,gene,9407649,9408282,+,TOC.14T.00096
14,.,gene,9500448,9535496,+,TOC.14T.00097
14,EVM,gene,9536901,9537752,+,TOC.14T.00098
14,.,gene,9549257,9557216,+,TOC.14T.00099
14,.,gene,9587376,9656457,-,TOC.14T.00100
14,.,gene,9760055,9790591,-,TOC.14T.00101
14,.,gene,9844116,9951108,+,TOC.14T.00102
14,.,gene,9951267,10141234,-,TOC.14T.00103
14,.,gene,10152881,10267079,-,TOC.14T.00104
14,.,gene,10267185,10271919,+,TOC.14T.00105
14,.,gene,10272376,10276758,-,TOC.14T.00106
14,.,gene,10277223,10279345,-,TOC.14T.00107
14,.,gene,10287838,10294725,-,TOC.14T.00108
14,.,gene,10296890,10299945,+,TOC.14T.00109
14,.,gene,10300896,10325951,-,TOC.14T.00110
14,.,gene,10326120,10334617,+,TOC.14T.00111
14,.,gene,10342393,10409287,-,TOC.14T.00112
14,EVM,gene,10479477,10479803,-,TOC.14T.00113
14,EVM,gene,10481793,10482155,-,TOC.14T.00114
14,EVM,gene,10482543,10482881,-,TOC.14T.00115
14,EVM,gene,10501257,10502123,-,TOC.14T.00116
14,EVM,gene,10502446,10502763,-,TOC.14T.00117
14,EVM,gene,10502770,10503537,-,TOC.14T.00118
14,EVM,gene,10503640,10504209,-,TOC.14T.00119
14,EVM,gene,10504505,10504864,-,TOC.14T.00120
14,EVM,gene,10509735,10510295,-,TOC.14T.00121
14,EVM,gene,10510508,10511353,-,TOC.14T.00122
14,.,gene,10527736,10533760,+,TOC.14T.00123
14,EVM,gene,10542775,10543131,-,TOC.14T.00124
14,EVM,gene,10543393,10544274,-,TOC.14T.00125
14,.,gene,10585866,10595989,-,TOC.14T.00126
14,EVM,gene,10818110,10842428,-,TOC.14T.00127
14,EVM,gene,10842435,10842919,-,TOC.14T.00128
14,.,gene,10843704,10911162,-,TOC.14T.00129
14,EVM,gene,11035674,11035846,-,TOC.14T.00130
14,EVM,gene,11041755,11041934,-,TOC.14T.00131
14,EVM,gene,11091778,11092240,+,TOC.14T.00132
14,EVM,gene,11390494,11432589,+,TOC.14T.00133
14,EVM,gene,11433024,11433338,+,TOC.14T.00134
14,EVM,gene,11434046,11434504,+,TOC.14T.00135
14,EVM,gene,11920075,11939416,+,TOC.14T.00136
14,EVM,gene,12032812,12043007,-,TOC.14T.00137
14,EVM,gene,12097741,12098253,-,TOC.14T.00138
14,.,gene,12098401,12165938,-,TOC.14T.00139
14,EVM,gene,12189754,12193390,-,TOC.14T.00140
14,.,gene,12194446,12204190,+,TOC.14T.00141
14,EVM,gene,12205344,12210471,-,TOC.14T.00142
14,.,gene,12226760,12252090,-,TOC.14T.00143
14,.,gene,12255564,12328015,-,TOC.14T.00144
14,.,gene,12352282,12364520,-,TOC.14T.00145
14,EVM,gene,12366671,12416422,-,TOC.14T.00146
14,.,gene,12452194,12518227,-,TOC.14T.00147
14,.,gene,12538316,12550192,-,TOC.14T.00148
14,.,gene,12550367,12562872,+,TOC.14T.00149
14,.,gene,13497412,13498457,-,TOC.14T.00150
14,.,gene,13717390,13742971,+,TOC.14T.00151
14,.,gene,13753692,13772888,+,TOC.14T.00152
14,.,gene,13777144,13823898,-,TOC.14T.00153
14,EVM,gene,13985167,13985574,-,TOC.14T.00154
14,.,gene,14004296,14013093,+,TOC.14T.00155
14,.,gene,14013494,14015871,+,TOC.14T.00156
14,EVM,gene,14098166,14098549,-,TOC.14T.00157
14,EVM,gene,14124472,14124864,+,TOC.14T.00158
14,EVM,gene,14274043,14274351,-,TOC.14T.00159
14,EVM,gene,14275502,14318627,-,TOC.14T.00160
14,.,gene,14323208,14338869,+,TOC.14T.00161
14,.,gene,14349786,14353960,-,TOC.14T.00162
14,.,gene,14363869,14381775,+,TOC.14T.00163
14,.,gene,14405311,14421612,+,TOC.14T.00164
14,EVM,gene,14457063,14539731,+,TOC.14T.00165
14,.,gene,14550875,14589515,+,TOC.14T.00166
14,EVM,gene,14593557,14656780,+,TOC.14T.00167
14,EVM,gene,14907259,14909667,+,TOC.14T.00168
14,EVM,gene,14911274,14911447,+,TOC.14T.00169
14,EVM,gene,14938635,14938868,+,TOC.14T.00170
14,EVM,gene,14942407,14942656,+,TOC.14T.00171
14,EVM,gene,14948432,14948646,+,TOC.14T.00172
14,EVM,gene,14977397,14977631,+,TOC.14T.00173
14,EVM,gene,14979687,14979863,+,TOC.14T.00174
14,.,gene,14994177,15015139,+,TOC.14T.00175
14,.,gene,15088546,15094435,-,TOC.14T.00176
14,.,gene,15161734,15181893,-,TOC.14T.00177
14,.,gene,15240395,15244660,-,TOC.14T.00178
14,.,gene,15299442,15301591,+,TOC.14T.00179
14,EVM,gene,15364872,15365333,-,TOC.14T.00180
14,EVM,gene,15366263,15371693,-,TOC.14T.00181
14,EVM,gene,15469240,15470376,-,TOC.14T.00182
14,EVM,gene,15471350,15540130,-,TOC.14T.00183
14,.,gene,15605843,15644130,+,TOC.14T.00184
14,.,gene,15651003,15689307,+,TOC.14T.00185
14,EVM,gene,15708399,15733981,+,TOC.14T.00186
14,EVM,gene,15761899,15762715,+,TOC.14T.00187
14,.,gene,15805873,15826576,-,TOC.14T.00188
14,.,gene,15849579,15851001,+,TOC.14T.00189
14,.,gene,15864214,15865386,+,TOC.14T.00190
14,.,gene,15879905,15883327,+,TOC.14T.00191
14,.,gene,15896031,15932633,-,TOC.14T.00192
14,.,gene,15959789,16005654,+,TOC.14T.00193
14,EVM,gene,16135429,16136379,-,TOC.14T.00194
14,EVM,gene,16136826,16137989,-,TOC.14T.00195
14,EVM,gene,16783514,16783795,-,TOC.14T.00196
14,EVM,gene,16793833,16794305,-,TOC.14T.00197
14,EVM,gene,17113921,17114973,+,TOC.14T.00198
14,EVM,gene,17474577,17475896,-,TOC.14T.00199
14,EVM,gene,17476047,17476379,-,TOC.14T.00200
14,.,gene,17920421,17921184,-,TOC.14T.00201
14,.,gene,18036156,18047244,+,TOC.14T.00202
14,.,gene,18047418,18054057,-,TOC.14T.00203
14,.,gene,18252797,18283085,-,TOC.14T.00204
14,.,gene,18284188,18295633,-,TOC.14T.00205
14,.,gene,18295964,18297607,+,TOC.14T.00206
14,.,gene,18299146,18303725,-,TOC.14T.00207
14,.,gene,18310200,18334035,-,TOC.14T.00208
14,.,gene,18342909,18568859,+,TOC.14T.00209
14,.,gene,18568968,18602559,-,TOC.14T.00210
14,.,gene,18602605,18610955,+,TOC.14T.00211
14,EVM,gene,18629449,18629748,-,TOC.14T.00212
14,EVM,gene,18635133,18696775,-,TOC.14T.00213
14,EVM,gene,18740507,18765491,+,TOC.14T.00214
14,EVM,gene,18767464,18767871,+,TOC.14T.00215
14,.,gene,18791773,18889995,+,TOC.14T.00216
14,.,gene,18913321,18929936,+,TOC.14T.00217
14,.,gene,18941038,18978841,-,TOC.14T.00218
14,.,gene,19050232,19057589,+,TOC.14T.00219
14,.,gene,19069639,19103587,-,TOC.14T.00220
14,.,gene,19103747,19149135,+,TOC.14T.00221
14,EVM,gene,19151820,19152119,-,TOC.14T.00222
14,EVM,gene,19153481,19261961,-,TOC.14T.00223
14,.,gene,19264433,19277304,+,TOC.14T.00224
14,.,gene,19396513,19553658,-,TOC.14T.00225
14,EVM,gene,19571469,19644572,-,TOC.14T.00226
14,.,gene,19647373,19660590,+,TOC.14T.00227
14,EVM,gene,19679554,19695380,-,TOC.14T.00228
14,.,gene,19706680,19730046,-,TOC.14T.00229
14,EVM,gene,19739940,19742140,+,TOC.14T.00230
14,.,gene,19771876,19892484,-,TOC.14T.00231
14,.,gene,19892465,19899923,+,TOC.14T.00232
14,.,gene,19907901,20005811,+,TOC.14T.00233
14,EVM,gene,20006804,20007142,+,TOC.14T.00234
14,EVM,gene,20007896,20008303,+,TOC.14T.00235
14,EVM,gene,20009074,20009580,+,TOC.14T.00236
14,EVM,gene,20010343,20010711,+,TOC.14T.00237
14,.,gene,20021530,20031238,-,TOC.14T.00238
14,.,gene,20031521,20048357,+,TOC.14T.00239
14,.,gene,20047922,20054391,-,TOC.14T.00240
14,.,gene,20054435,20138986,+,TOC.14T.00241
14,.,gene,20139053,20145599,-,TOC.14T.00242
14,.,gene,20157879,20162807,+,TOC.14T.00243
14,.,gene,20161839,20173426,-,TOC.14T.00244
14,.,gene,20173015,20315195,+,TOC.14T.00245
14,EVM,gene,20315359,20315733,-,TOC.14T.00246
14,EVM,gene,20316780,20321084,-,TOC.14T.00247
14,EVM,gene,20321405,20322048,-,TOC.14T.00248
14,.,gene,20322375,20407240,+,TOC.14T.00249
14,EVM,gene,20440755,20441078,-,TOC.14T.00250
14,EVM,gene,20443079,20443378,-,TOC.14T.00251
14,EVM,gene,20456427,20456768,-,TOC.14T.00252
14,EVM,gene,20464684,20464986,-,TOC.14T.00253
14,EVM,gene,20496669,20497067,+,TOC.14T.00254
14,.,gene,20503883,20538896,+,TOC.14T.00255
14,.,gene,20544609,20565150,-,TOC.14T.00256
14,.,gene,20576254,20587580,+,TOC.14T.00257
14,.,gene,20593837,20602978,+,TOC.14T.00258
14,.,gene,20615104,20634323,+,TOC.14T.00259
14,.,gene,20645552,20663747,+,TOC.14T.00260
14,EVM,gene,20683410,20723108,+,TOC.14T.00261
14,EVM,gene,20723663,20723977,+,TOC.14T.00262
14,.,gene,20729470,20759574,+,TOC.14T.00263
14,.,gene,20865369,20923946,+,TOC.14T.00264
14,.,gene,20954299,21053331,+,TOC.14T.00265
14,EVM,gene,21054148,21054537,+,TOC.14T.00266
14,EVM,gene,21054973,21055272,+,TOC.14T.00267
14,.,gene,21062683,21180486,+,TOC.14T.00268
14,.,gene,21071994,21079028,-,TOC.14T.00269
14,.,gene,21132454,21192265,-,TOC.14T.00270
14,.,gene,21241122,21253585,-,TOC.14T.00271
14,EVM,gene,21253748,21269563,-,TOC.14T.00272
14,EVM,gene,21375199,21376508,+,TOC.14T.00273
14,.,gene,21447153,21449375,-,TOC.14T.00274
14,.,gene,21524004,21532201,-,TOC.14T.00275
14,.,gene,21540980,21717184,+,TOC.14T.00276
14,.,gene,21723208,21878045,+,TOC.14T.00277
14,.,gene,21881318,21882835,-,TOC.14T.00278
14,.,gene,21895531,21927078,+,TOC.14T.00279
14,.,gene,21938116,21982804,+,TOC.14T.00280
14,EVM,gene,21987515,21989385,-,TOC.14T.00281
14,.,gene,22074916,22098625,+,TOC.14T.00282
14,.,gene,22106923,22124220,+,TOC.14T.00283
14,EVM,gene,22128248,22150778,-,TOC.14T.00284
14,EVM,gene,22222561,22349977,-,TOC.14T.00285
14,EVM,gene,22392136,22404981,+,TOC.14T.00286
14,EVM,gene,22416923,22417252,+,TOC.14T.00287
14,EVM,gene,22433107,22447146,+,TOC.14T.00288
14,.,gene,22445128,22462248,-,TOC.14T.00289
14,EVM,gene,22463649,22481023,+,TOC.14T.00290
14,EVM,gene,22483127,22483465,+,TOC.14T.00291
14,.,gene,22904515,22908411,-,TOC.14T.00292
14,EVM,gene,22978335,22978649,-,TOC.14T.00293
14,.,gene,23283916,23287567,-,TOC.14T.00294
14,.,gene,23577599,23581428,-,TOC.14T.00295
14,EVM,gene,24688052,24690254,+,TOC.14T.00296
14,.,gene,24812644,24816876,-,TOC.14T.00297
14,.,gene,24820683,24826997,+,TOC.14T.00298
14,.,gene,24832176,24838405,+,TOC.14T.00299
14,EVM,gene,24841309,24841704,-,TOC.14T.00300
14,.,gene,24843784,24865831,-,TOC.14T.00301
14,.,gene,24881340,24912755,-,TOC.14T.00302
14,.,gene,24947251,24975885,+,TOC.14T.00303
14,.,gene,24989432,25028148,-,TOC.14T.00304
14,.,gene,25028093,25036756,+,TOC.14T.00305
14,.,gene,25046896,25050952,+,TOC.14T.00306
14,.,gene,25056629,25074023,+,TOC.14T.00307
14,.,gene,25077643,25194334,-,TOC.14T.00308
14,EVM,gene,25219199,25222764,+,TOC.14T.00309
14,.,gene,25224657,25235996,-,TOC.14T.00310
14,.,gene,25241278,25262969,+,TOC.14T.00311
14,.,gene,25268144,25276901,+,TOC.14T.00312
14,EVM,gene,25287790,25288251,-,TOC.14T.00313
14,.,gene,25289435,25311197,-,TOC.14T.00314
14,.,gene,25311592,25317070,+,TOC.14T.00315
14,.,gene,25318141,25388214,-,TOC.14T.00316
14,.,gene,25557008,25557667,-,TOC.14T.00317
14,EVM,gene,25587455,25587835,-,TOC.14T.00318
14,EVM,gene,25587989,25588327,-,TOC.14T.00319
14,EVM,gene,25589236,25589688,-,TOC.14T.00320
14,EVM,gene,25626289,25633298,+,TOC.14T.00321
14,EVM,gene,25989670,25989975,-,TOC.14T.00322
14,EVM,gene,25990779,26035656,-,TOC.14T.00323
14,EVM,gene,26402634,26406818,-,TOC.14T.00324
14,EVM,gene,26448000,26448353,+,TOC.14T.00325
14,EVM,gene,26641978,26642997,-,TOC.14T.00326
14,.,gene,26643290,26652184,+,TOC.14T.00327
14,EVM,gene,26860897,26861373,+,TOC.14T.00328
14,EVM,gene,27515171,27602367,+,TOC.14T.00329
14,EVM,gene,27602607,27625261,+,TOC.14T.00330
14,EVM,gene,28050708,28051055,+,TOC.14T.00331
14,EVM,gene,28073005,28073397,-,TOC.14T.00332
14,EVM,gene,28176377,28176706,+,TOC.14T.00333
14,EVM,gene,28286240,28288289,+,TOC.14T.00334
14,.,gene,28385981,28482583,+,TOC.14T.00335
14,EVM,gene,28634871,28636022,+,TOC.14T.00336
14,EVM,gene,28808210,29227155,+,TOC.14T.00337
14,EVM,gene,29252829,29575775,+,TOC.14T.00338
14,.,gene,29582567,29597064,+,TOC.14T.00339
14,.,gene,29620874,29631155,+,TOC.14T.00340
14,.,gene,29845158,29845676,-,TOC.14T.00341
14,EVM,gene,29852620,29852940,-,TOC.14T.00342
14,EVM,gene,29902831,29903235,+,TOC.14T.00343
14,EVM,gene,29904022,30241793,+,TOC.14T.00344
14,EVM,gene,30292356,30292862,+,TOC.14T.00345
14,EVM,gene,30344030,30344374,+,TOC.14T.00346
14,EVM,gene,31334958,31335152,+,TOC.14T.00347
14,EVM,gene,31347328,31347745,+,TOC.14T.00348
14,.,gene,31372931,31395892,+,TOC.14T.00349
14,EVM,gene,31514339,31522620,-,TOC.14T.00350
14,EVM,gene,31579730,31598392,-,TOC.14T.00351
14,EVM,gene,31628661,31645480,-,TOC.14T.00352
14,.,gene,31667280,31683889,-,TOC.14T.00353
14,.,gene,31687215,31707720,+,TOC.14T.00354
14,.,gene,31715154,31738375,-,TOC.14T.00355
14,EVM,gene,31745320,31765778,+,TOC.14T.00356
14,EVM,gene,31766744,31767154,+,TOC.14T.00357
14,EVM,gene,31785890,31786042,-,TOC.14T.00358
14,.,gene,32217951,32225224,-,TOC.14T.00359
14,.,gene,32505791,32513361,+,TOC.14T.00360
14,.,gene,32628124,32634067,-,TOC.14T.00361
14,.,gene,32678839,32743493,+,TOC.14T.00362
14,.,gene,33154198,33167461,-,TOC.14T.00363
14,.,gene,33170339,33184177,-,TOC.14T.00364
14,EVM,gene,33260641,33261036,+,TOC.14T.00365
14,EVM,gene,33263488,33263895,+,TOC.14T.00366
14,EVM,gene,33644871,33645527,-,TOC.14T.00367
14,.,gene,33654828,33656213,+,TOC.14T.00368
14,EVM,gene,33977368,33977757,+,TOC.14T.00369
14,EVM,gene,33980535,33994025,-,TOC.14T.00370
14,EVM,gene,34002699,34002944,-,TOC.14T.00371
14,EVM,gene,34006366,34006558,-,TOC.14T.00372
14,EVM,gene,34538378,34538668,-,TOC.14T.00373
14,EVM,gene,34540778,34541109,-,TOC.14T.00374
14,EVM,gene,34545353,34545784,-,TOC.14T.00375
14,EVM,gene,34555768,34556357,-,TOC.14T.00376
14,EVM,gene,34557830,34558207,-,TOC.14T.00377
14,.,gene,34969478,34977075,-,TOC.14T.00378
14,EVM,gene,35314305,35317749,+,TOC.14T.00379
14,.,gene,35322165,35334471,+,TOC.14T.00380
14,EVM,gene,35350627,35351181,+,TOC.14T.00381
14,.,gene,35400024,35405047,+,TOC.14T.00382
14,EVM,gene,35635396,35652089,+,TOC.14T.00383
14,EVM,gene,35652144,35652521,+,TOC.14T.00384
14,.,gene,35686555,35698642,+,TOC.14T.00385
14,.,gene,35708316,35730198,+,TOC.14T.00386
14,.,gene,35766552,35789867,+,TOC.14T.00387
14,EVM,gene,35803263,35813422,-,TOC.14T.00388
14,.,gene,36383201,36385575,-,TOC.14T.00389
14,.,gene,36675646,36723936,-,TOC.14T.00390
14,.,gene,36724134,36727632,+,TOC.14T.00391
14,.,gene,36748251,36770851,-,TOC.14T.00392
14,.,gene,36784608,36816605,-,TOC.14T.00393
14,.,gene,36817670,36819099,+,TOC.14T.00394
14,.,gene,36826275,36906664,-,TOC.14T.00395
14,.,gene,36918911,36921475,-,TOC.14T.00396
14,.,gene,36932092,36949996,-,TOC.14T.00397
14,.,gene,36950197,36956996,+,TOC.14T.00398
14,.,gene,36960042,37008801,-,TOC.14T.00399
14,.,gene,37029914,37037136,+,TOC.14T.00400
14,.,gene,37042665,37060356,-,TOC.14T.00401
14,.,gene,37075499,37080253,+,TOC.14T.00402
14,.,gene,37090300,37098961,+,TOC.14T.00403
14,.,gene,37104574,37131281,-,TOC.14T.00404
14,EVM,gene,37183003,37219905,+,TOC.14T.00405
14,.,gene,37222619,37242761,-,TOC.14T.00406
14,.,gene,37243727,37712201,-,TOC.14T.00407
14,.,gene,37712719,37807067,+,TOC.14T.00408
14,.,gene,37807289,37810566,-,TOC.14T.00409
14,.,gene,37816769,37827821,-,TOC.14T.00410
14,.,gene,37846955,37856690,+,TOC.14T.00411
14,.,gene,37891887,37907832,+,TOC.14T.00412
14,EVM,gene,38397156,38397881,-,TOC.14T.00413
14,EVM,gene,38399555,38400004,-,TOC.14T.00414
14,EVM,gene,39348036,39348767,-,TOC.14T.00415
14,.,gene,39351179,39359840,+,TOC.14T.00416
14,EVM,gene,39450634,39549564,-,TOC.14T.00417
14,EVM,gene,39596631,39605720,-,TOC.14T.00418
14,EVM,gene,39805946,39807793,-,TOC.14T.00419
14,EVM,gene,39850282,39851358,-,TOC.14T.00420
14,EVM,gene,39851468,39851819,-,TOC.14T.00421
14,EVM,gene,39853035,39853413,-,TOC.14T.00422
14,.,gene,40416542,40418440,+,TOC.14T.00423
14,.,gene,40430652,40447199,+,TOC.14T.00424
14,.,gene,40450219,40467597,+,TOC.14T.00425
14,.,gene,40470140,40489215,+,TOC.14T.00426
14,EVM,gene,40532963,40546859,+,TOC.14T.00427
14,.,gene,40594389,40621386,+,TOC.14T.00428
14,EVM,gene,40718821,40727200,+,TOC.14T.00429
14,EVM,gene,40734775,40743973,-,TOC.14T.00430
14,.,gene,40856138,40860600,+,TOC.14T.00431
14,.,gene,40880262,40883936,+,TOC.14T.00432
14,.,gene,40907631,40908941,+,TOC.14T.00433
14,EVM,gene,40917006,40917299,+,TOC.14T.00434
14,EVM,gene,40938885,40939185,-,TOC.14T.00435
14,EVM,gene,40993354,40996339,+,TOC.14T.00436
